,0.05,0.05,0.05,0.05,0.05,0.05
2014,0.849344438378105,0.8165585437661762,0.8808750484641976,0.8799557009313781,0.8605969132044841,0.9138191555119815
2015,0.8146115591367763,0.8121313325975601,0.7986209741119273,0.8815442478519339,0.838353466503122,0.9129641480428997
2016,0.8005015929952871,0.8444891187342964,0.7471009207234233,0.8899742174962485,0.8220108176205737,0.9008213891785843
2017,0.7925383656586438,0.8156164643811332,0.7464108031692234,0.8796128714242395,0.7514547906412102,0.8965150115102835
2018,0.7883019458521381,0.8224234805870709,0.7492511659307738,0.8799404682518175,0.7611254627045394,0.8994172189160649
2019,0.7859930885275378,0.8472704072435943,0.7583216614962246,0.9362923318592924,0.758090124231167,0.9065896169272813
2020,0.7888707842689204,0.8371961484853971,0.7547813998627991,0.9340496208666026,0.721988146143287,0.9423796659959602
2021,0.7806967753197788,0.8402754317235043,0.7502211617552281,0.9469330494169359,0.7266341812225707,0.9685816022497495
2022,0.7839543809261575,0.8154059700922953,0.7500432928107338,0.9408567732591878,0.7300851140965285,0.97341900426026
2023,0.8036945931697871,0.8212895947841788,0.756462990810541,0.955632396674501,0.7437034235701365,0.9607562750960749
2024,0.8053415544991396,0.7591219787140613,0.7649985632980064,0.9451148592835417,0.7376311183789871,0.9481295050135673
2025,0.7970629397963,0.7784669595482893,0.7757693033535427,0.9352705684695184,0.7285667534674849,0.9718885055192278
2026,0.7962356344694719,0.757804618215238,0.7740438062058096,0.9334248834107481,0.7191187484272995,0.9652127271590729
2027,0.8061685952750064,0.7836788514414861,0.7625861544379147,0.9453451531424462,0.7233838078205601,1.013770197103504
2028,0.8019654526404336,0.7856532588658021,0.7700437312750842,0.9278101160110861,0.7330087359911281,1.0037452682829235
2029,0.7919207802515223,0.7954569342035922,0.7767079031404296,0.9321966142691823,0.7153405135693794,0.9439472295269643
2030,0.790331922375404,0.7718194587204212,0.7675452004292995,0.9310874409430228,0.7092641365552124,0.9715726025781423
2031,0.7929671802739541,0.728258878902278,0.7596419211946329,0.925164060161882,0.7034528390039364,0.9688787692676956
2032,0.7873001662313065,0.7351845523672902,0.7335440208986634,0.9286370771686595,0.7044251419512064,1.016006224791041
2033,0.8001659889736344,0.7207599277204869,0.7360504640668045,0.9392986018370287,0.6971813557494015,1.012093121144722
2034,0.7921777022862274,0.732767736340554,0.741182934636929,0.9283747863784965,0.7292420683303783,1.0025400658363368
2035,0.7922668067293798,0.7156638920202674,0.7214905836709811,0.9218413669067265,0.7491456135928615,0.9973680638510763
2036,0.7816720259299141,0.7221717195320067,0.7462695999923797,0.8989465840589542,0.7579381415600167,0.9545557913927505
2037,0.83428889741212,0.7628017542864135,0.7778999147528054,0.9605305099748698,0.7604674641610786,0.94959175133487
2038,0.8471183432663868,0.8090617896074387,0.7822091044746015,0.9876448453373045,0.7672831798466652,0.8652293449640627
2039,0.8537647147883104,0.7991995652000924,0.7878836737778636,1.0052241209105985,0.7307251628207556,0.8665794498989607
2040,0.9050010606906853,0.7968508392026264,0.7946365740365511,1.015953745219517,0.7367695698850852,0.8458143082261568
2041,0.8019645068319596,0.8019335833705966,0.797482974209255,1.0168626804022631,0.7035995967835933,0.8456353249453843
2042,0.8417001223516906,0.8349101136235827,0.8035705835047263,1.022964918752426,0.7231080562659478,0.8486717278133857
2043,0.8537933270883002,0.8415541566198916,0.8187050558890401,1.0402399341667425,0.7192121142601057,0.8574175271186953
2044,0.8825078065630104,0.8379124247980031,0.7999318711975052,1.0120009276809458,0.7205772509635918,0.8639176980663961
2045,0.8929932829605072,0.8559195744123862,0.8946744877501949,1.0284288481939086,0.73137187433092,0.8699062876077137
2046,0.9135826547304352,0.8409081100374273,0.9588770042610727,1.0250094955805877,0.7397453729244549,0.8961592532002138
2047,0.9367056297846891,0.8652572640678095,0.966103228013781,1.0429904057461408,0.80625856519321,0.868538871006302
2048,0.9401225204810145,0.8784616022851116,0.9631080818645843,1.0657470800018747,0.7941774513767894,0.8463138058492045
2049,0.9758203919352932,0.8974765917352069,0.9664538091932174,1.066141033641768,0.8445766927158233,0.838763687913614
2050,0.9462401632214659,0.9457922927965984,0.9684112808824358,1.1079498308208338,0.8925387880744715,0.8392043468797048
2051,0.9515884486138672,0.9470802940811786,0.9601775909470248,1.080047992408732,0.8504015976321729,0.829538383908257
