2014,0.0
2015,0.0
2016,0.0
2017,0.0
2018,0.0
2019,0.0
2020,0.0
2021,0.0
2022,0.0
2023,0.0
2024,0.0
2025,0.0
2026,0.0
2027,0.16666666666666666
2028,0.16666666666666666
2029,0.0
2030,0.0
2031,0.0
2032,0.16666666666666666
2033,0.16666666666666666
2034,0.16666666666666666
2035,0.0
2036,0.0
2037,0.0
2038,0.0
2039,0.16666666666666666
2040,0.16666666666666666
2041,0.16666666666666666
2042,0.16666666666666666
2043,0.16666666666666666
2044,0.16666666666666666
2045,0.16666666666666666
2046,0.16666666666666666
2047,0.16666666666666666
2048,0.16666666666666666
2049,0.16666666666666666
2050,0.16666666666666666
2051,0.16666666666666666
2052,0.16666666666666666
2053,0.16666666666666666
2054,0.16666666666666666
2055,0.16666666666666666
2056,0.16666666666666666
2057,0.3333333333333333
2058,0.16666666666666666
2059,0.16666666666666666
2060,0.0
2061,0.3333333333333333
2062,0.16666666666666666
2063,0.16666666666666666
2064,0.3333333333333333
2065,0.3333333333333333
2066,0.5
2067,0.5
2068,0.5
2069,0.5
2070,0.5
2071,0.6666666666666666
2072,0.5
2073,0.6666666666666666
2074,0.5
2075,0.5
2076,0.5
2077,0.5
2078,0.3333333333333333
2079,0.5
2080,0.5
2081,0.5
2082,0.5
2083,0.3333333333333333
2084,0.3333333333333333
2085,0.5
2086,0.5
2087,0.6666666666666666
2088,0.5
2089,0.6666666666666666
2090,0.6666666666666666
